Date,Country,Production_Tons,Export_Tons,USD_Price,Month,Year,Season
2017-07-07,Norway,349382,23053,9.76,7,2017,Summer
2010-12-11,Switzerland,325962,6599,9.04,12,2010,Winter
2018-02-02,Libya,311299,18587,18.49,2,2018,Winter
2011-11-06,India,323249,26411,8.27,11,2011,Spring
2015-11-15,Norway,162319,39409,15.9,11,2015,Spring
2021-01-17,Sweden,244694,25575,17.27,1,2021,Winter
2016-06-12,Lebanon,305726,16576,9.09,6,2016,Summer
2015-11-15,India,247955,19484,6.66,11,2015,Spring
2017-12-04,Colombia,166496,24956,15.44,12,2017,Winter
2012-12-30,Chile,250219,37950,18.01,12,2012,Winter
2020-07-21,UAE,193076,31322,11.14,7,2020,Summer
2016-04-13,USA,346348,64094,14.24,4,2016,Ramadan
2014-08-22,Portugal,247591,26167,12.83,8,2014,Summer
2019-11-24,Colombia,324515,17448,15.96,11,2019,Spring
2016-08-11,Saudi Arabia,322972,17698,15.1,8,2016,Summer
2024-07-30,Denmark,242985,10444,13.34,7,2024,Summer
2018-02-02,Lebanon,305714,5637,10.08,2,2018,Winter
2022-03-13,Netherlands,172943,7482,6.45,3,2022,Ramadan
2015-12-15,Denmark,328361,32711,12.92,12,2015,Winter
2016-08-11,UAE,210792,36975,14.79,8,2016,Summer
2012-04-04,South Africa,156657,26777,7.27,4,2012,Ramadan
2022-06-11,Mexico,280271,29062,16.3,6,2022,Summer
2022-05-12,Netherlands,217803,19918,10.8,5,2022,Spring
2022-08-10,Poland,159646,15172,6.53,8,2022,Summer
2019-09-25,Sweden,206355,18071,13.53,9,2019,Spring
2016-01-14,UK,213038,51959,12.87,1,2016,Winter
2023-01-07,Spain,174111,13440,17.27,1,2023,Winter
2015-11-15,Saudi Arabia,266543,17647,5.62,11,2015,Spring
2019-03-29,Argentina,269950,14271,10.31,3,2019,Ramadan
2010-03-16,China,310308,56811,17.27,3,2010,Ramadan
2018-08-01,Romania,253116,10648,14.32,8,2018,Summer
2012-06-03,Sweden,348689,22203,16.23,6,2012,Summer
2024-03-02,Norway,304943,37580,11.17,3,2024,Ramadan
2023-03-08,Brazil,185621,24735,9.38,3,2023,Ramadan
2015-11-15,Japan,216936,11440,14.01,11,2015,Spring
2019-09-25,Turkey,272508,29988,15.19,9,2019,Spring
2014-09-21,Netherlands,345359,37595,13.99,9,2014,Spring
2017-05-08,USA,303967,47467,15.15,5,2017,Spring
2012-06-03,China,329480,28575,6.55,6,2012,Summer
2020-06-21,Hungary,312806,5201,14.34,6,2020,Summer
2010-10-12,Egypt,219402,24237,8.27,10,2010,Spring
2019-01-28,Argentina,259859,20746,14.22,1,2019,Winter
2010-09-12,Portugal,332320,7878,14.66,9,2010,Spring
2013-01-29,Lebanon,186368,5681,6.87,1,2013,Winter
2011-04-10,Norway,343947,18751,14.09,4,2011,Ramadan
2016-10-10,China,274232,34369,17.15,10,2016,Spring
2020-09-19,Argentina,335815,7913,6.15,9,2020,Spring
2018-08-31,Hungary,303910,21889,9.6,8,2018,Summer
2020-09-19,Portugal,342069,20997,16.17,9,2020,Spring
2019-02-27,Netherlands,209126,34036,17.35,2,2019,Winter
2016-11-09,Peru,229193,7460,8.2,11,2016,Spring
2015-06-18,Spain,186655,25611,8.72,6,2015,Summer
2017-07-07,Denmark,198359,30432,6.59,7,2017,Summer
2012-10-31,Mexico,170107,17898,6.95,10,2012,Spring
2019-03-29,Libya,295536,25676,12.47,3,2019,Ramadan
2014-05-24,Belgium,274143,10369,16.47,5,2014,Spring
2012-11-30,Libya,330319,37108,9.72,11,2012,Spring
2021-02-16,South Africa,269365,16720,13.96,2,2021,Winter
2010-08-13,Canada,208888,40343,15.99,8,2010,Summer
2020-01-23,Greece,189482,27142,5.97,1,2020,Winter
2015-02-18,Lebanon,207353,13523,17.42,2,2015,Winter
2014-07-23,Jordan,320470,33969,17.51,7,2014,Summer
2010-07-14,Egypt,247854,16172,18.11,7,2010,Summer
2011-02-09,Romania,286313,19949,13.39,2,2011,Winter
2019-12-24,Belgium,270323,27853,8.78,12,2019,Winter
2019-05-28,Sweden,204685,18252,14.11,5,2019,Spring
2014-05-24,USA,308965,79678,15.19,5,2014,Spring
2018-08-01,Mexico,264697,29850,16.34,8,2018,Summer
2012-11-30,Egypt,155544,12069,7.14,11,2012,Spring
2013-05-29,UK,258106,15418,7.29,5,2013,Spring
2016-09-10,Germany,330942,28584,14.66,9,2016,Spring
2017-12-04,Kuwait,197089,36055,17.79,12,2017,Winter
2010-07-14,Jordan,308380,7104,15.26,7,2010,Summer
2015-07-18,Peru,325832,15326,15.13,7,2015,Summer
2014-02-23,UAE,281974,10358,5.71,2,2014,Winter
2015-09-16,Peru,226743,34983,7.88,9,2015,Spring
2021-10-14,Sweden,158410,33652,17.98,10,2021,Spring
2021-04-17,Norway,348328,17202,10.48,4,2021,Ramadan
2016-04-13,Canada,260115,75677,16.19,4,2016,Ramadan
2013-05-29,South Africa,338576,33905,17.84,5,2013,Spring
2012-12-30,India,289530,8160,13.24,12,2012,Winter
2021-06-16,Qatar,224803,24864,12.99,6,2021,Summer
2016-03-14,Japan,232121,16791,12.62,3,2016,Ramadan
2016-12-09,South Africa,299695,6281,9.82,12,2016,Winter
2018-10-30,Italy,167741,43632,17.89,10,2018,Spring
2022-02-11,Morocco,245703,29399,16.61,2,2022,Winter
2021-11-13,Austria,302761,20040,11.89,11,2021,Spring
2016-02-13,Turkey,328766,29863,14.39,2,2016,Winter
2016-10-10,Hungary,262954,39624,8.28,10,2016,Spring
2017-03-09,Brazil,301675,30696,17.76,3,2017,Ramadan
2020-11-18,Netherlands,213005,34207,17.26,11,2020,Spring
2012-01-05,France,204921,43283,14.21,1,2012,Winter
2012-12-30,Romania,151707,5064,14.18,12,2012,Winter
2010-09-12,Spain,261451,19322,6.83,9,2010,Spring
2011-12-06,Portugal,188669,37867,14.98,12,2011,Winter
2024-05-01,Australia,346037,23415,10.19,5,2024,Spring
2010-06-14,Norway,242977,11557,10.19,6,2010,Summer
2023-01-07,Kuwait,275006,31388,13.2,1,2023,Winter
2021-06-16,Egypt,278927,12366,7.7,6,2021,Summer
2019-03-29,France,325564,33386,14.81,3,2019,Ramadan
2021-08-15,UAE,206029,23607,6.71,8,2021,Summer
2022-06-11,Japan,338009,16796,12.0,6,2022,Summer
2011-10-07,Egypt,228455,29530,10.24,10,2011,Spring
2016-02-13,Argentina,188406,27312,6.09,2,2016,Winter
2023-07-06,Peru,268580,17123,17.48,7,2023,Summer
2011-07-09,Austria,349770,13423,6.89,7,2011,Summer
2012-02-04,Lebanon,271050,5304,9.2,2,2012,Winter
2014-08-22,France,190065,33035,10.36,8,2014,Summer
2014-01-24,Belgium,190262,37174,6.21,1,2014,Winter
2022-10-09,Italy,179739,36358,5.84,10,2022,Spring
2018-01-03,Portugal,250680,27255,14.0,1,2018,Winter
2024-09-28,Turkey,295379,22260,14.75,9,2024,Spring
2022-07-11,Jordan,178069,13040,7.34,7,2022,Summer
2018-04-03,Poland,326321,15853,11.92,4,2018,Ramadan
2022-02-11,Spain,243255,21267,10.65,2,2022,Winter
2011-08-08,Libya,258538,25885,18.0,8,2011,Summer
2017-12-04,Canada,174393,21130,9.33,12,2017,Winter
2016-11-09,Switzerland,209960,37332,14.78,11,2016,Spring
2010-05-15,Poland,283053,37704,13.5,5,2010,Spring
2012-10-01,Algeria,199227,37243,9.67,10,2012,Spring
2014-04-24,Romania,186629,34427,14.94,4,2014,Ramadan
2014-10-21,Argentina,242763,8245,14.71,10,2014,Spring
2015-06-18,Austria,174863,19220,5.71,6,2015,Summer
2021-09-14,Italy,221973,48504,13.81,9,2021,Spring
2022-03-13,Czech Republic,314848,18072,10.73,3,2022,Ramadan
2018-08-01,Peru,210510,16340,15.05,8,2018,Summer
2015-04-19,Poland,214092,30975,7.35,4,2015,Ramadan
2020-08-20,Denmark,266363,34642,17.88,8,2020,Summer
2014-09-21,Spain,185947,24611,10.48,9,2014,Spring
2015-07-18,UAE,320325,14512,8.64,7,2015,Summer
2011-08-08,Austria,196427,9876,10.35,8,2011,Summer
2023-12-03,Austria,170361,21286,13.51,12,2023,Winter
2010-03-16,Chile,263111,33899,10.59,3,2010,Ramadan
2013-06-28,UK,210668,56333,6.38,6,2013,Summer
2021-03-18,UK,296274,48999,13.05,3,2021,Ramadan
2010-05-15,Saudi Arabia,349740,13703,7.3,5,2010,Spring
2022-09-09,Romania,239177,11756,10.76,9,2022,Spring
2017-02-07,Belgium,312069,14427,13.41,2,2017,Winter
2018-01-03,Lebanon,328048,16188,15.38,1,2018,Winter
2013-10-26,Jordan,189951,9915,12.87,10,2013,Spring
2017-12-04,Hungary,213292,29141,12.73,12,2017,Winter
2018-02-02,Portugal,189517,32899,9.2,2,2018,Winter
2022-10-09,Lebanon,311273,14213,17.29,10,2022,Spring
2016-12-09,UAE,267525,27725,14.57,12,2016,Winter
2023-03-08,Germany,261182,50680,12.42,3,2023,Ramadan
2013-08-27,China,182167,49516,11.61,8,2013,Summer
2023-02-06,Switzerland,160756,8571,16.51,2,2023,Winter
2018-11-29,Saudi Arabia,183432,9261,6.31,11,2018,Spring
2019-06-27,France,347096,40720,17.66,6,2019,Summer
2014-03-25,Switzerland,260603,12795,17.78,3,2014,Ramadan
2023-03-08,Kuwait,322376,15190,7.14,3,2023,Ramadan
2021-09-14,India,293753,18470,11.61,9,2021,Spring
2014-11-20,Qatar,258803,16477,8.74,11,2014,Spring
2011-11-06,Greece,262862,18807,12.25,11,2011,Spring
2012-02-04,Poland,215638,8281,6.53,2,2012,Winter
2019-10-25,UAE,244540,32198,13.68,10,2019,Spring
2013-06-28,Lebanon,179046,7823,6.12,6,2013,Summer
2010-10-12,Colombia,284050,24403,14.12,10,2010,Spring
2011-11-06,Lebanon,194863,34673,13.32,11,2011,Spring
2019-07-27,Egypt,187623,9551,6.44,7,2019,Summer
2013-09-26,Lebanon,302948,14028,11.49,9,2013,Spring
2018-12-29,Czech Republic,320879,5184,8.23,12,2018,Winter
2022-01-12,Algeria,277889,17983,10.64,1,2022,Winter
2020-12-18,Romania,250787,37274,12.55,12,2020,Winter
2015-08-17,Egypt,177883,10716,7.2,8,2015,Summer
2024-01-02,Netherlands,346881,8564,17.62,1,2024,Winter
2020-09-19,Chile,177404,23073,16.26,9,2020,Spring
2012-10-31,Japan,214285,10796,11.64,10,2012,Spring
2017-01-08,Denmark,299450,23658,8.9,1,2017,Winter
2011-06-09,Italy,349007,69821,14.02,6,2011,Summer
2019-10-25,Denmark,275600,34817,17.45,10,2019,Spring
2020-06-21,Spain,161508,11096,17.48,6,2020,Summer
2021-02-16,Mexico,244688,35211,9.86,2,2021,Winter
2012-05-04,Sweden,182520,33087,6.85,5,2012,Spring
2015-10-16,Netherlands,178039,31818,8.81,10,2015,Spring
2014-01-24,Lebanon,323347,36321,11.87,1,2014,Winter
2020-11-18,Jordan,163521,30776,15.92,11,2020,Spring
2014-12-20,Denmark,247209,38341,14.35,12,2014,Winter
2022-06-11,Qatar,201305,35753,7.51,6,2022,Summer
2012-07-03,Jordan,281128,31092,8.03,7,2012,Summer
2019-04-28,Austria,178244,25584,17.68,4,2019,Ramadan
2019-06-27,Austria,224648,34709,7.62,6,2019,Summer
2017-02-07,Canada,325161,59998,10.43,2,2017,Winter
2014-12-20,Spain,309991,5555,13.95,12,2014,Winter
2018-06-02,Qatar,153140,25725,10.56,6,2018,Summer
2021-06-16,Switzerland,310708,17343,17.08,6,2021,Summer
2018-11-29,Chile,253920,15221,6.8,11,2018,Spring
2018-12-29,Algeria,247444,26276,10.86,12,2018,Winter
2012-04-04,Sweden,314958,38525,13.95,4,2012,Ramadan
2022-07-11,Brazil,328983,32687,14.97,7,2022,Summer
2019-07-27,Italy,242353,22905,12.6,7,2019,Summer
2019-12-24,Switzerland,213265,15307,13.29,12,2019,Winter
2023-03-08,Norway,302278,38985,10.7,3,2023,Ramadan
2018-02-02,UK,213633,51669,12.94,2,2018,Winter
2021-01-17,UAE,310012,39589,17.47,1,2021,Winter
2020-07-21,Brazil,157406,22930,15.74,7,2020,Summer
2022-12-08,Spain,319341,17959,11.26,12,2022,Winter
2024-08-29,South Africa,284789,12766,7.09,8,2024,Summer
2013-01-29,Denmark,267423,30483,17.77,1,2013,Winter
2022-03-13,Argentina,333789,17863,5.63,3,2022,Ramadan
2012-03-05,Japan,261351,17176,13.36,3,2012,Ramadan
2014-06-23,Spain,168567,36306,8.48,6,2014,Summer
2013-07-28,Belgium,334681,36636,5.9,7,2013,Summer
2010-08-13,Morocco,186700,23390,17.09,8,2010,Summer
2010-02-14,Denmark,236647,24966,8.52,2,2010,Winter
2016-10-10,Netherlands,282149,26092,16.96,10,2016,Spring
2024-08-29,Canada,187917,56127,10.49,8,2024,Summer
2021-05-17,France,294841,58175,7.43,5,2021,Spring
2019-10-25,Canada,329949,61251,6.2,10,2019,Spring
2019-07-27,Netherlands,181287,38675,10.4,7,2019,Summer
2011-11-06,USA,320350,46049,6.54,11,2011,Spring
2014-06-23,Romania,240321,13991,5.75,6,2014,Summer
2024-08-29,Greece,320942,33535,10.03,8,2024,Summer
2024-03-02,Romania,179673,9883,17.38,3,2024,Ramadan
2016-11-09,Poland,303517,38881,7.1,11,2016,Spring
2011-11-06,South Africa,245344,32653,15.86,11,2011,Spring
2024-05-01,Romania,334729,39179,9.84,5,2024,Spring
2023-03-08,Austria,244617,24881,11.53,3,2023,Ramadan
2011-04-10,Mexico,266415,28485,17.6,4,2011,Ramadan
2011-10-07,UAE,235174,34694,17.82,10,2011,Spring
2020-11-18,Algeria,259188,33462,17.59,11,2020,Spring
2017-04-08,Sweden,239428,21319,9.08,4,2017,Ramadan
2010-05-15,Peru,173337,25284,10.96,5,2010,Spring
2024-07-30,Argentina,250444,7659,8.54,7,2024,Summer
2011-12-06,Greece,176074,25602,10.02,12,2011,Winter
2016-09-10,Romania,324922,37745,12.17,9,2016,Spring
2012-04-04,Lebanon,160255,39571,9.89,4,2012,Ramadan
2023-05-07,Brazil,248315,29663,14.37,5,2023,Spring
2017-12-04,Norway,190285,34777,6.42,12,2017,Winter
2011-03-11,Greece,249450,34722,9.67,3,2011,Ramadan
2012-09-01,Greece,151747,17788,11.85,9,2012,Spring
2016-04-13,Germany,239738,49939,12.6,4,2016,Ramadan
2016-04-13,China,188782,37534,10.35,4,2016,Ramadan
2015-05-19,Germany,314895,49356,14.88,5,2015,Spring
2018-02-02,Qatar,313754,17422,8.19,2,2018,Winter
2020-02-22,France,295385,63769,9.39,2,2020,Winter
2011-01-10,Japan,211667,7043,11.11,1,2011,Winter
2022-05-12,Colombia,196729,32883,7.9,5,2022,Spring
2010-04-15,Poland,239728,39336,9.69,4,2010,Ramadan
2010-11-11,UK,174238,39318,12.46,11,2010,Spring
2022-04-12,Japan,258011,34518,8.61,4,2022,Ramadan
2014-12-20,Peru,168031,19313,8.89,12,2014,Winter
2012-10-31,Jordan,176477,38002,12.03,10,2012,Spring
2024-07-30,Spain,165359,23411,16.01,7,2024,Summer
2018-02-02,Spain,280062,10050,11.42,2,2018,Winter
2014-02-23,Jordan,194490,25559,17.64,2,2014,Winter
2016-10-10,USA,271704,73992,17.32,10,2016,Spring
2015-05-19,Romania,271701,10187,5.64,5,2015,Spring
2021-06-16,Belgium,326126,36177,10.16,6,2021,Summer
2011-06-09,Netherlands,300510,12237,14.2,6,2011,Summer
2022-02-11,Sweden,289398,12361,7.56,2,2022,Winter
2022-09-09,UK,157652,40924,15.09,9,2022,Spring
2012-11-30,Kuwait,241313,10332,11.06,11,2012,Spring
2013-02-28,Hungary,193233,26135,15.35,2,2013,Winter
2018-03-04,Jordan,159564,11386,8.34,3,2018,Ramadan
2023-02-06,Jordan,192232,34548,7.84,2,2023,Winter
2012-06-03,UK,301818,53275,14.86,6,2012,Summer
2019-09-25,Brazil,210987,12075,8.27,9,2019,Spring
2012-06-03,Algeria,220470,39861,10.87,6,2012,Summer
2018-12-29,Brazil,332632,39911,12.02,12,2018,Winter
2021-12-13,Chile,168879,22541,6.51,12,2021,Winter
2022-03-13,Romania,253068,39313,11.49,3,2022,Ramadan
2022-06-11,Denmark,327258,7313,6.76,6,2022,Summer
2012-08-02,Libya,220741,5983,17.85,8,2012,Summer
2022-04-12,Czech Republic,175189,28388,10.44,4,2022,Ramadan
2010-07-14,India,334111,24679,15.98,7,2010,Summer
2014-06-23,Colombia,209542,20995,7.81,6,2014,Summer
2017-02-07,Australia,219975,32029,16.21,2,2017,Winter
2012-01-05,Kuwait,269778,5202,16.82,1,2012,Winter
2020-10-19,Czech Republic,184992,33713,5.72,10,2020,Spring
2022-09-09,Denmark,243505,25532,8.14,9,2022,Spring
2010-07-14,France,297127,21739,8.08,7,2010,Summer
2018-04-03,Saudi Arabia,305328,6574,15.86,4,2018,Ramadan
2019-12-24,Kuwait,282683,13173,9.38,12,2019,Winter
2021-10-14,Algeria,293694,8231,10.69,10,2021,Spring
2018-08-01,Sweden,321308,36049,13.24,8,2018,Summer
2011-02-09,Colombia,177258,5552,15.43,2,2011,Winter
2017-11-04,Brazil,178051,28202,15.63,11,2017,Spring
2013-09-26,Hungary,218368,24145,7.57,9,2013,Spring
2012-09-01,Czech Republic,348822,9324,17.78,9,2012,Spring
2019-06-27,Chile,188049,13586,8.23,6,2019,Summer
2016-02-13,Qatar,235750,13944,14.21,2,2016,Winter
2013-11-25,Romania,318315,34053,10.84,11,2013,Spring
2016-10-10,Japan,172645,12862,16.63,10,2016,Spring
2012-10-31,Netherlands,191784,8843,6.85,10,2012,Spring
2011-12-06,Czech Republic,319566,26546,8.69,12,2011,Winter
2017-05-08,Algeria,322470,30467,11.87,5,2017,Spring
2011-04-10,Egypt,255399,17200,10.11,4,2011,Ramadan
2011-02-09,Norway,285953,13385,7.52,2,2011,Winter
2018-08-31,Jordan,182701,37904,14.59,8,2018,Summer
2013-05-29,Libya,161119,34943,16.91,5,2013,Spring
2014-12-20,Turkey,321240,22239,5.89,12,2014,Winter
2023-10-04,Chile,290185,39761,13.58,10,2023,Spring
2016-08-11,Poland,267534,6582,10.74,8,2016,Summer
2014-09-21,Hungary,249017,31554,12.82,9,2014,Spring
2021-05-17,Australia,246364,32164,7.86,5,2021,Spring
2014-02-23,Spain,184786,10107,13.22,2,2014,Winter
2014-05-24,Sweden,232390,37839,12.3,5,2014,Spring
2010-06-14,Chile,240122,32317,5.61,6,2010,Summer
2017-07-07,Brazil,302299,10795,11.01,7,2017,Summer
2023-08-05,Chile,326934,30519,15.44,8,2023,Summer
2010-05-15,Greece,183411,28223,10.73,5,2010,Spring
2022-11-08,Spain,155714,9914,18.46,11,2022,Spring
2020-04-22,Colombia,153819,20503,7.44,4,2020,Ramadan
2020-12-18,Argentina,309555,29604,17.75,12,2020,Winter
2020-01-23,Japan,238530,8673,15.74,1,2020,Winter
2016-07-12,Austria,310334,33114,7.08,7,2016,Summer
2020-12-18,Turkey,222389,21908,8.87,12,2020,Winter
2015-01-19,Portugal,192662,25072,11.57,1,2015,Winter
2013-09-26,India,302787,35003,10.32,9,2013,Spring
2012-03-05,USA,159410,55456,13.53,3,2012,Ramadan
2010-09-12,Morocco,219005,17873,15.04,9,2010,Spring
2023-08-05,Egypt,334311,19374,6.63,8,2023,Summer
2011-03-11,UAE,156805,26538,9.2,3,2011,Ramadan
2023-06-06,Poland,252120,21526,7.93,6,2023,Summer
2022-06-11,Switzerland,150856,30760,6.37,6,2022,Summer
2020-02-22,Chile,256175,28182,6.24,2,2020,Winter
2020-08-20,Qatar,309400,19578,16.85,8,2020,Summer
2010-10-12,UK,170727,57382,17.49,10,2010,Spring
2020-07-21,Czech Republic,202671,34448,14.45,7,2020,Summer
2015-06-18,Algeria,296368,25757,15.75,6,2015,Summer
2013-06-28,Algeria,164690,14574,8.96,6,2013,Summer
2022-12-08,China,261360,20151,14.48,12,2022,Winter
2015-08-17,South Africa,201988,19094,11.26,8,2015,Summer
2012-05-04,Denmark,307212,15136,10.36,5,2012,Spring
2017-09-05,Norway,314769,11724,13.28,9,2017,Spring
2013-10-26,Turkey,299519,18597,16.26,10,2013,Spring
2010-03-16,UAE,218216,35818,7.63,3,2010,Ramadan
2017-11-04,South Africa,213708,39009,7.2,11,2017,Spring
2022-06-11,Canada,160546,57764,15.42,6,2022,Summer
2023-11-03,India,196519,17014,10.35,11,2023,Spring
2020-08-20,Portugal,270070,27635,14.46,8,2020,Summer
2019-10-25,China,324565,57848,17.1,10,2019,Spring
2022-09-09,Morocco,260499,16574,11.99,9,2022,Spring
2011-03-11,Norway,349829,35789,6.01,3,2011,Ramadan
2016-03-14,Denmark,258433,32255,10.4,3,2016,Ramadan
2023-09-04,Australia,229300,29965,18.21,9,2023,Spring
2016-06-12,Brazil,274336,32445,9.66,6,2016,Summer
2011-07-09,South Africa,291273,34476,11.25,7,2011,Summer
2013-05-29,Switzerland,209195,11974,13.83,5,2013,Spring
2022-06-11,Poland,231087,20409,14.16,6,2022,Summer
2014-11-20,Hungary,284134,22656,8.46,11,2014,Spring
2011-04-10,Hungary,342260,19034,15.88,4,2011,Ramadan
2023-03-08,Switzerland,178170,23176,12.63,3,2023,Ramadan
2018-08-01,Czech Republic,317987,17082,13.04,8,2018,Summer
2024-04-01,France,235506,46764,10.73,4,2024,Ramadan
2016-09-10,Kuwait,260739,27112,14.31,9,2016,Spring
2015-02-18,Portugal,347144,17200,5.78,2,2015,Winter
2020-11-18,Kuwait,305132,19158,10.17,11,2020,Spring
2015-11-15,Kuwait,330512,37923,7.11,11,2015,Spring
2011-12-06,Sweden,337688,22041,12.49,12,2011,Winter
2010-07-14,Norway,167119,25314,11.14,7,2010,Summer
2023-10-04,Hungary,211275,18891,13.89,10,2023,Spring
2023-06-06,Kuwait,335467,29258,15.61,6,2023,Summer
2011-07-09,France,244800,76472,13.01,7,2011,Summer
2017-07-07,Jordan,170397,18012,14.9,7,2017,Summer
2012-07-03,Hungary,333179,19451,13.77,7,2012,Summer
2021-03-18,Turkey,210993,8249,6.99,3,2021,Ramadan
2012-05-04,Jordan,230898,11108,5.61,5,2012,Spring
2013-09-26,Romania,256899,34696,15.56,9,2013,Spring
2011-03-11,Japan,256439,30086,10.46,3,2011,Ramadan
2017-12-04,Belgium,265793,17316,8.25,12,2017,Winter
2016-03-14,Hungary,288496,17300,13.92,3,2016,Ramadan
2014-04-24,Qatar,266845,14351,6.33,4,2014,Ramadan
2010-03-16,Canada,274042,53500,15.82,3,2010,Ramadan
2021-11-13,Hungary,315276,29040,5.78,11,2021,Spring
2013-02-28,Romania,166411,30512,18.48,2,2013,Winter
2011-01-10,Algeria,287221,33506,13.82,1,2011,Winter
2012-09-01,Hungary,260656,9681,14.87,9,2012,Spring
2010-01-15,Algeria,175048,11750,6.33,1,2010,Winter
2017-05-08,China,243688,44227,6.7,5,2017,Spring
2021-07-16,Sweden,262022,31920,10.65,7,2021,Summer
2018-01-03,Colombia,276990,30975,5.78,1,2018,Winter
2012-10-01,Switzerland,286201,7751,6.85,10,2012,Spring
2023-03-08,Denmark,189850,15473,7.62,3,2023,Ramadan
2016-07-12,Spain,154375,9783,13.14,7,2016,Summer
2020-12-18,Spain,323655,33507,18.03,12,2020,Winter
2015-05-19,Belgium,300133,36118,16.96,5,2015,Spring
2021-08-15,Sweden,162591,36873,16.31,8,2021,Summer
2011-04-10,Netherlands,236665,36500,8.55,4,2011,Ramadan
2018-04-03,Portugal,218424,7282,17.96,4,2018,Ramadan
2011-09-07,Hungary,179665,39966,12.78,9,2011,Spring
2012-01-05,Morocco,285760,18551,17.3,1,2012,Winter
2023-03-08,Libya,235134,26648,11.39,3,2023,Ramadan
2023-08-05,Romania,246791,30638,10.26,8,2023,Summer
2010-10-12,Germany,318031,47936,7.69,10,2010,Spring
2021-03-18,Algeria,233706,7698,12.52,3,2021,Ramadan
2011-02-09,Lebanon,298758,35498,15.84,2,2011,Winter
2012-10-31,Peru,188300,16228,8.42,10,2012,Spring
2013-05-29,Mexico,278263,15902,7.71,5,2013,Spring
2023-04-07,Switzerland,183402,22590,15.69,4,2023,Ramadan
2012-07-03,Spain,269195,29187,17.85,7,2012,Summer
2011-10-07,South Africa,291911,23324,13.72,10,2011,Spring
2019-09-25,Saudi Arabia,178313,17614,6.83,9,2019,Spring
2014-06-23,China,155948,56109,9.31,6,2014,Summer
2018-08-31,Spain,250395,28853,17.46,8,2018,Summer
2012-04-04,Libya,336651,35720,13.94,4,2012,Ramadan
2011-02-09,Canada,188684,35989,14.03,2,2011,Winter
2012-10-01,Argentina,178086,26269,6.05,10,2012,Spring
2013-02-28,Italy,287381,48797,12.3,2,2013,Winter
2014-03-25,Germany,185923,17550,14.78,3,2014,Ramadan
2014-07-23,China,291933,59721,17.61,7,2014,Summer
2018-10-30,India,227328,21342,7.8,10,2018,Spring
2013-10-26,Algeria,337349,12992,8.74,10,2013,Spring
2012-01-05,Brazil,264506,30796,16.2,1,2012,Winter
2021-01-17,Greece,277714,39379,7.32,1,2021,Winter
2021-07-16,Jordan,203415,26129,6.71,7,2021,Summer
2016-01-14,South Africa,176426,16219,15.03,1,2016,Winter
2017-08-06,Austria,155084,35785,9.57,8,2017,Summer
2017-09-05,Libya,286237,37531,14.98,9,2017,Spring
2017-12-04,Algeria,311725,8820,8.96,12,2017,Winter
2022-12-08,Poland,301852,25968,8.61,12,2022,Winter
2014-11-20,Jordan,247958,25555,6.59,11,2014,Spring
2013-03-30,China,334246,53018,8.23,3,2013,Ramadan
2010-08-13,Netherlands,259792,13989,16.3,8,2010,Summer
2023-05-07,Canada,284898,46488,16.22,5,2023,Spring
2010-08-13,Argentina,187028,38729,18.21,8,2010,Summer
2010-08-13,Australia,209211,34095,12.7,8,2010,Summer
2010-08-13,Germany,221945,51099,7.13,8,2010,Summer
2016-04-13,UK,330698,24171,14.91,4,2016,Ramadan
2018-01-03,Switzerland,322035,9379,7.91,1,2018,Winter
2017-12-04,Egypt,205043,21318,12.45,12,2017,Winter
